unvCd,대학,전형,모집단위,항목,골든값,크롤러값,비고
0000099,덕성여자대학교,덕성인재Ⅱ,글로벌융합대학(유아교육과),반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,덕성인재Ⅱ,미래인재대학(가상현실융합학과),반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,기회균형Ⅰ_기초생활수급자등,미래인재대학(자유전공학부),반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,기회균형Ⅰ_농어촌학생,글로벌융합대학(유아교육과),반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,기회균형Ⅰ_특성화고교,과학기술대학,반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,기회균형Ⅰ_기초생활수급자등,약학대학,반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,덕성인재Ⅱ,미래인재대학(데이터사이언스학과),반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,기회균형Ⅱ_사회통합,글로벌융합대학(인문사회),반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,덕성인재Ⅱ,미래인재대학(자유전공학부),반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,기회균형Ⅰ_농어촌학생,미래인재대학(자유전공학부),반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,기회균형Ⅰ_특성화고교,Art & Design대학,반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,덕성인재Ⅱ,약학대학,반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,덕성인재Ⅱ,미래인재대학(AI신약학과),반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,기회균형Ⅰ_특성화고교,글로벌융합대학(인문사회),반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,기회균형Ⅱ_사회통합,미래인재대학(자유전공학부),반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,덕성인재Ⅰ,미래인재대학(자유전공학부),반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,덕성인재Ⅱ,과학기술대학,반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,기회균형Ⅰ_특성화고등을졸업한재직자,과학기술대학,반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,기회균형Ⅰ_농어촌학생,과학기술대학,반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000099,덕성여자대학교,기회균형Ⅰ_기초생활수급자등,글로벌융합대학(인문사회),반영교과,"고교추천전형과,같음","평가,반영은,정성평가,전형결과,산출방법은,고교추천전형과,같음",문자열 불일치
0000235,동명대학교,창의인재,엔터테인먼트예술학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,글로벌문화콘텐츠학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,경영학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,소프트웨어인재,게임공학과,반영교과,국영수사과,"국어,영어,수학,사회,과학,교과,중,상위,8,과목",문자열 불일치
0000235,동명대학교,창의인재,뷰티예술대학,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,국제통상물류학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,소프트웨어인재,게임그래픽학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,사회복지학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,응급구조학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,미래자동차학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,실내건축학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,광고홍보학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,작업치료학과,반영교과,국영수사과,"국어,영어,수학,사회,과학,교과,중,상위,8,과목",문자열 불일치
0000235,동명대학교,창의인재,상담·임상심리학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,미디어커뮤니케이션학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,반려동물보건학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,유아교육과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,건축공학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,애견미용·행동교정학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,전기제어학부,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,K-sports태권도학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,호텔조리베이커리학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,스포츠재활학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,소프트웨어인재,소프트웨어학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,냉동공조학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,패션디자인학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,항만물류시스템학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,언어치료청각재활학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,스포츠레저학부,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,군사학과,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,창의인재,반려동물산업학부,반영교과,국영수사과,상동,문자열 불일치
0000235,동명대학교,소프트웨어인재,컴퓨터공학과,반영교과,국영수사과,상동,문자열 불일치
0000103,동서대학교,고교생활우수자,건축학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,특성화교과,글로벌관광대학,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,체육학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,영상애니메이션학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,글로벌관광대학,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,치위생학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,건축공학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,연기과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,디자인학부,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,사회배려대상자,간호학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,특성화교과,보건행정학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,게임학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,보건행정학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,운동처방학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,간호학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,식품영양학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,자유전공학부,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,경찰학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,경영학부,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,캠퍼스아시아학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,디지털금융학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,방송영상학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,특성화교과,방사선학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,특성화교과,영상애니메이션학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,방사선학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,임상병리학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,건축공학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,상담심리치료학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,특성화교과,디자인학부,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,연기과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,국제통상물류학부,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,웹툰학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,특성화교과,사회복지학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,사회배려대상자,영화과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,게임학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,사회배려대상자,치위생학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,사회복지학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,스마트모빌리티학부,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,사회배려대상자,패션디자인학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,특성화교과,경영학부,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,특성화교과,방송영상학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,영화과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,방송영상학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,패션디자인학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,사회배려대상자,식품영양학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,사회배려대상자,자유전공학부,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,특성화교과,상담심리치료학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,특성화교과,건축공학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,특성화교과,국제통상물류학부,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,임상병리학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,특성화교과,광고홍보학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,상담심리치료학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,특성화교과,컴퓨터공학부,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,사회배려대상자,건축학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,국제통상물류학부,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,광고홍보학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,컴퓨터공학부,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,특성화교과,작업치료학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,사회배려대상자,체육학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,사회배려대상자,글로벌관광대학,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,특성화교과,스마트모빌리티학부,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,작업치료학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,뮤지컬엔터테인먼트과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,스마트모빌리티학부,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,건축학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,사회배려대상자,게임학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,체육학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,글로벌관광대학,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,치위생학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,사회배려대상자,보건행정학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,영상애니메이션학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,패션디자인학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,디자인학부,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,보건행정학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,운동처방학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,간호학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,사회배려대상자,방사선학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,식품영양학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,자유전공학부,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,특성화교과,경찰학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,캠퍼스아시아학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,사회배려대상자,임상병리학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,경찰학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,경영학부,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,뮤지컬엔터테인먼트과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,건축학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,방사선학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,특성화교과,치위생학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,글로벌관광대학,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,영상애니메이션학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,사회배려대상자,사회복지학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,연기과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,고교생활우수자,건축공학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,웹툰학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,일반계교과,디자인학부,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,게임학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
0000103,동서대학교,학생부면접,보건행정학과,반영교과,국영수사과,"1,학년,~3,학년,1,학기,국어,영어,수학,사회,과학,중,3,과목,전과목,중,7,과목,(,진로선택,2,과목,)",문자열 불일치
